date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:17:33	29528/29528	---M--	200	added ('OK')	text/html	etag:%2282efe4-7358-54b65b6a%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id3.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id3.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:17:34	29527/29527	---M--	200	added ('OK')	text/html	etag:%2212453fd-7357-54b65b68%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id8.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id8.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:17:34	23041/23041	---M--	200	added ('OK')	text/html	etag:%221245401-5a01-54b65b68%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id9.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id9.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:17:36	23014/23014	---M--	200	added ('OK')	text/html	etag:%22124540a-59e6-54b65b69%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id10.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id10.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:17:37	27335/27335	---M--	200	added ('OK')	text/html	etag:%2212453ff-6ac7-54b65b68%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id25.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id25.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:17:38	31223/31223	---M--	200	added ('OK')	text/html	etag:%2282efef-79f7-54b65b69%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id46.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id46.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:17:38	25343/25343	---M--	200	added ('OK')	text/html	etag:%221891d6b-62ff-54b65b69%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id50.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id50.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:17:40	23882/23882	---M--	200	added ('OK')	text/html	etag:%226741ea-5d4a-54b65b69%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id49.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id49.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:17:40	26156/26156	---M--	200	added ('OK')	text/html	etag:%221245403-662c-54b65b69%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id27.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id27.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:17:42	34143/34143	---M--	200	added ('OK')	text/html	etag:%22eb4cbf-855f-54b65b69%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id48.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id48.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:17:42	50382/50382	---M--	200	added ('OK')	text/html	etag:%2282efe2-c4ce-54b65b6a%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id12.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id12.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:17:44	41514/41514	---M--	200	added ('OK')	text/html	etag:%2282efde-a22a-54b65b6a%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id11.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id11.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:17:45	28866/28866	---M--	200	added ('OK')	text/html	etag:%2212453f7-70c2-54b65b68%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id16.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id16.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:17:46	43/43	---M--	200	added ('OK')	image/gif	etag:%22265fd5-2b-3e53ddb4%22	http://home.earthlink.net/imagelib/sitebuilder/layout/blank.gif	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/imagelib/sitebuilder/layout/blank.gif	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:17:48	18758/18758	---M--	200	added ('OK')	text/html	etag:%221245404-4946-54b65b69%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id28.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id28.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id4.html)
19:17:48	18768/18768	---M--	200	added ('OK')	text/html	etag:%2282efea-4950-54b65b6a%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id45.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id45.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id4.html)
19:17:49	18758/18758	---M--	200	added ('OK')	text/html	etag:%2282efe3-4946-54b65b6a%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id32.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id32.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id4.html)
19:17:50	18802/18802	---M--	200	added ('OK')	text/html	etag:%2282efed-4972-54b65b6b%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id35.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id35.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id4.html)
19:17:51	23027/23027	---M--	200	added ('OK')	text/html	etag:%2282efe6-59f3-54b65b6a%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id33.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id33.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id4.html)
19:17:51	23051/23051	---M--	200	added ('OK')	text/html	etag:%2282efdb-5a0b-54b65b69%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id30.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id30.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id4.html)
19:17:52	18766/18766	---M--	200	added ('OK')	text/html	etag:%2212453f8-494e-54b65b68%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id36.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id36.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id4.html)
19:17:52	18796/18796	---M--	200	added ('OK')	text/html	etag:%221245405-496c-54b65b69%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id29.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id29.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id4.html)
19:17:53	18786/18786	---M--	200	added ('OK')	text/html	etag:%2282efdf-4962-54b65b6a%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id31.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id31.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id4.html)
19:17:54	18765/18765	---M--	200	added ('OK')	text/html	etag:%2212453fc-494d-54b65b68%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id37.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id37.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id4.html)
19:17:54	17686/17686	---M--	200	added ('OK')	text/html	etag:%2282efe1-4516-54b65b6a%22	http://home.earthlink.net/~seegreet/bergerpicardcaspian/id44.html	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/bergerpicardcaspian/id44.html	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id43.html)
19:17:58	70695/70695	---M--	200	added ('OK')	image/jpeg	etag:%224e0909-11427-4d763422%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/cassie.jpeg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/cassie.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/)
19:18:06	66878/66878	---M--	200	added ('OK')	image/jpeg	etag:%22fb5cf1-1053e-507e1358%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/cassieandveiga.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/cassieandveiga.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id43.html)
19:18:10	21131/21131	---M--	200	added ('OK')	image/jpeg	etag:%229e33a8-528b-4c24b060%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/cassie8weeks.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/cassie8weeks.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id3.html)
19:18:21	70146/70146	---M--	200	added ('OK')	image/jpeg	etag:%221e977d7-11202-513539a6%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/cassiea9w.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/cassiea9w.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id3.html)
19:18:25	22201/22201	---M--	200	added ('OK')	image/jpeg	etag:%229e33b1-56b9-4c24b062%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/oneupandonedown.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/oneupandonedown.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id3.html)
19:18:28	18721/18721	---M--	200	added ('OK')	image/jpeg	etag:%229e33a6-4921-4c24b060%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/besttoyever.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/besttoyever.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id3.html)
19:18:31	208623/208623	---M--	200	added ('OK')	image/jpeg	etag:%22fb5cf2-32eef-507e1356%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/cassieandtitania.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/cassieandtitania.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id43.html)
19:18:31	17689/17689	---M--	200	added ('OK')	image/jpeg	etag:%229e33b2-4519-4c24b061%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/snowyface.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/snowyface.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id3.html)
19:18:37	30122/30122	---M--	200	added ('OK')	image/jpeg	etag:%221a8516e-75aa-517e7ff3%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/44.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/44.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id8.html)
19:18:37	33628/33628	---M--	200	added ('OK')	image/jpeg	etag:%229e33ad-835c-4c24b061%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/kingofthewoods.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/kingofthewoods.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id3.html)
19:18:41	23545/23545	---M--	200	added ('OK')	image/jpeg	etag:%229e33b4-5bf9-4c24b061%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/surveyingtheplayground.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/surveyingtheplayground.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id8.html)
19:18:41	291903/291903	---M--	200	added ('OK')	image/jpeg	etag:%22fb5cef-4743f-507e1355%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/cassieandhorn.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/cassieandhorn.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id43.html)
19:18:44	23387/23387	---M--	200	added ('OK')	image/jpeg	etag:%229e33af-5b5b-4c24b060%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/meandmyboy.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/meandmyboy.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id8.html)
19:18:45	20990/20990	---M--	200	added ('OK')	image/jpeg	etag:%229e33b7-51fe-4c24b060%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/herdingpractice.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/herdingpractice.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id8.html)
19:18:47	330835/330835	---M--	200	added ('OK')	image/jpeg	etag:%22fb5cf0-50c53-507e1358%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/cassieandrackham.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/cassieandrackham.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id43.html)
19:18:47	64515/64515	---M--	200	added ('OK')	image/jpeg	etag:%221e977d8-fc03-513539a5%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/9.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/9.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id8.html)
19:18:53	36655/36655	---M--	200	added ('OK')	image/jpeg	etag:%221e977d9-8f2f-513539a5%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/20.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/20.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id9.html)
19:18:55	65577/65577	---M--	200	added ('OK')	image/jpeg	etag:%221a8516f-10029-517f1a50%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/cassie17.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/cassie17.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id8.html)
19:19:00	97040/97040	---M--	200	added ('OK')	image/jpeg	etag:%221e977da-17b10-513539a5%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/14a.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/14a.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id9.html)
19:19:01	43415/43415	---M--	200	added ('OK')	image/jpeg	etag:%2215d4277-a997-4e04d34a%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/smile.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/smile.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id10.html)
19:19:04	98025/98025	---M--	200	added ('OK')	image/jpeg	etag:%221e977db-17ee9-513539a5%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/19.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/19.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id9.html)
19:19:06	29580/29580	---M--	200	added ('OK')	image/jpeg	etag:%2215d4278-738c-4e04d34a%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/cassieinmarch.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/cassieinmarch.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id25.html)
19:19:06	15579/15579	---M--	200	added ('OK')	image/jpeg	etag:%2218e54bd-3cdb-4e41e265%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/meandmygirl.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/meandmygirl.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id25.html)
19:19:07	79022/79022	---M--	200	added ('OK')	image/jpeg	etag:%221e977dc-134ae-513539a5%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/15a.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/15a.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id10.html)
19:19:09	54657/54657	---M--	200	added ('OK')	image/jpeg	etag:%22111fc48-d581-4cf40522%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/content.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/content.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id10.html)
19:19:12	19848/19848	---M--	200	added ('OK')	image/jpeg	etag:%221a8516b-4d88-517e7ff3%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/dsc00662.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/dsc00662.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id46.html)
19:19:16	53657/53657	---M--	200	added ('OK')	image/jpeg	etag:%221e977de-d199-513539a5%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/42.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/42.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id25.html)
19:19:16	22407/22407	---M--	200	added ('OK')	image/jpeg	etag:%22155a2c4-5787-516705e5%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/30a.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/30a.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id46.html)
19:19:17	66172/66172	---M--	200	added ('OK')	image/jpeg	etag:%221e977dd-1027c-513539a6%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/34.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/34.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id25.html)
19:19:19	85106/85106	---M--	200	added ('OK')	image/jpeg	etag:%2211acb5e-14c72-51090c1d%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/autumn1.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/autumn1.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id25.html)
19:19:21	31144/31144	---M--	200	added ('OK')	image/jpeg	etag:%22155a2c5-79a8-516705e5%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/dsc00339.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/dsc00339.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id46.html)
19:19:25	45567/45567	---M--	200	added ('OK')	image/jpeg	etag:%22155a2c6-b1ff-516705e5%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/dsc06571.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/dsc06571.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id46.html)
19:19:26	60769/60769	---M--	200	added ('OK')	image/jpeg	etag:%22fb5cec-ed61-507e1356%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/cassieandbeau.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/cassieandbeau.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id46.html)
19:19:30	66085/66085	---M--	200	added ('OK')	image/jpeg	etag:%227c9cb9-10225-5348766b%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/dsc00002a.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/dsc00002a.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id46.html)
19:19:35	28322/28322	---M--	200	added ('OK')	image/jpeg	etag:%221bde8cd-6ea2-51cdd212%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/sugarandpups.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/sugarandpups.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id27.html)
19:19:50	177324/177324	---M--	200	added ('OK')	image/jpeg	etag:%2292f28c-2b4ac-51d9e02d%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/cassieandelizabeth.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/cassieandelizabeth.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id50.html)
19:19:52	164718/164718	---M--	200	added ('OK')	image/jpeg	etag:%221189ef9-2836e-51a7991e%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/cassieandsugar.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/cassieandsugar.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id27.html)
19:19:53	174926/174926	---M--	200	added ('OK')	image/jpeg	etag:%221bde8ce-2ab4e-51cdfa5a%22	http://home.earthlink.net/~seegreet/sitebuildercontent/sitebuilderpictures/cassieandmeggie.jpg	C:/My%20Web%20Sites/actual%20dog%20site/home.earthlink.net/_seegreet/sitebuildercontent/sitebuilderpictures/cassieandmeggie.jpg	(from http://home.earthlink.net/~seegreet/bergerpicardcaspian/id49.html)
